Temperature(°C),Voltage(V),Current(A),Vibration(g),Pressure(kPa),Humidity(%),Usage Hours(h),Failure,Cause of Failure,Condition,Time-to-Failure(days),Recommended Solution
53.4374270724468,219.36054412112512,7.236222646096022,1.747773901289729,113.47996025427524,48.38451813656684,8438,0,None,Average,261,Routine maintenance
56.266205132660154,236.10939478964283,3.785362192059159,1.2582483025744327,80.75597702253229,45.00544306606798,8510,1,Wear & Tear,Critical,30,Replace worn components
62.194622728793675,217.9498092311499,9.321393934635198,0.7417050011636384,98.430784112556,68.33453667568463,3599,1,Voltage Surge,Critical,26,Stabilize power supply
44.88085366167472,245.34579638722153,7.062735280007314,0.6522004043429109,106.60111904637829,68.60431836966436,9870,1,Cooling Failure,Critical,29,Inspect fans & coolant
40.483845643029035,191.78168938421058,6.736272672704157,1.0832619088598316,115.69133308346123,62.12598286220683,6676,0,None,Average,239,Routine maintenance
49.03219398958112,227.70074736742026,4.751543043923171,1.633757396579878,112.3741213572711,34.0470375081146,2334,0,None,Normal,129,Routine maintenance
45.56673212004291,239.7317592929179,5.902796759762181,-0.09240443598307935,111.38452859403488,54.280834540173345,512,1,Sensor Fault,Critical,26,Recalibrate/replace sensor
33.1167427361314,193.69298105520193,8.47843020820168,0.8457034489980768,106.07175314012274,31.355558671636604,6914,0,None,Average,94,Routine maintenance
47.69029353334248,214.97946274612968,7.993705548841714,1.2803839391603413,100.56249872184674,47.35674462910197,8270,1,Voltage Surge,Critical,1,Stabilize power supply
40.99173896044419,219.18828335644983,6.013519115038031,1.0184674677490129,117.97039521759334,42.579936140454926,1507,1,Cooling Failure,Critical,20,Inspect fans & coolant
49.72913235397303,210.8417567732789,9.930861815973708,1.1835996761394023,112.2096315462511,53.14220862649947,8414,1,Cooling Failure,Critical,14,Inspect fans & coolant
37.179626263493255,232.13391217751166,12.58250429249664,0.7039413569034797,117.00793817386119,49.39855509925684,3249,0,None,Normal,364,Routine maintenance
41.134168736968284,219.82497369231285,0.7004592798520735,0.4750015566864224,101.96393292779078,64.78337343617895,9845,1,Sensor Fault,Critical,16,Recalibrate/replace sensor
43.4347082423582,231.87568032459154,9.59309282053742,0.16551205446551331,102.7426817430242,46.50658706250432,1548,1,Overheating,Critical,17,Check cooling system
44.595124865235434,220.42200253855933,5.458163239109585,1.8014132397448452,86.1740886133146,33.21651838250837,7842,1,Overheating,Critical,7,Check cooling system
40.6509622333637,213.13076471955895,9.510252531830968,1.396131018264331,96.66793719296551,54.44980799825352,3573,1,Cooling Failure,Critical,25,Inspect fans & coolant
30.33347640568956,219.73821724320058,8.541839011608909,1.7343452793211684,97.67144260534953,40.69060551994198,1944,1,Voltage Surge,Critical,16,Stabilize power supply
47.0491083800643,194.9008747532066,8.956453421823547,1.8528099229487034,105.50690380227586,35.94159504741107,5736,0,None,Normal,36,Routine maintenance
40.30037024700137,193.50116936617653,11.51883117617605,0.8226430419986658,117.02420579276745,33.98960780317153,419,0,None,Normal,66,Routine maintenance
32.31907047276966,217.4839798361928,8.164652971354219,0.30075274654599127,80.7579633246315,38.626458036403335,8228,0,None,Normal,159,Routine maintenance
54.940825678336275,201.82761832572584,9.313866824070503,0.884121876235512,116.31661970402766,69.5765753831772,5735,1,Cooling Failure,Critical,4,Inspect fans & coolant
58.29777606558345,213.63920151069607,7.918333830091608,1.4033568099689167,85.85540280228508,52.19959002891082,4365,1,Voltage Surge,Critical,3,Stabilize power supply
43.14460075922075,210.94901775941509,4.495128226018816,0.0752728301006449,113.8526355683198,58.904377295100566,7844,1,Wear & Tear,Critical,8,Replace worn components
51.074473776786554,214.86145329298796,6.250531647254283,1.1529374542132214,113.85608863711566,52.55806500217665,5073,1,Cooling Failure,Critical,11,Inspect fans & coolant
52.32931188466933,215.00406286769106,5.504375057224756,0.8747982946425484,110.26003433531143,64.94267118144913,5987,1,Overheating,Critical,9,Check cooling system
49.51867521399583,231.12154477768337,7.3612344773473195,1.7101608395313697,84.7520032999847,35.89059104439678,7402,1,Wear & Tear,Critical,11,Replace worn components
41.66968184410593,218.15327501276386,10.999643751179438,0.9000861157937032,112.21049077651634,40.79133134510583,8840,1,Overheating,Critical,3,Check cooling system
34.43078803638706,238.94344807716556,3.3430416681345196,0.7585473115848277,112.4152446948571,67.03709083957342,9309,1,Overheating,Critical,25,Check cooling system
38.828643961780514,194.25063885573638,2.892301631032847,1.3998224985339518,87.0728440843427,52.20889200142807,5812,1,Cooling Failure,Critical,17,Inspect fans & coolant
27.675850391507485,237.2858747604862,12.906183061551811,0.6438438871405991,100.48427523516912,66.12458393309493,4927,1,Wear & Tear,Critical,1,Replace worn components
48.88937301987015,193.45885788057262,3.3263655498964284,0.5458874232620594,110.74542742315687,57.1101777598329,354,1,Voltage Surge,Critical,6,Stabilize power supply
52.47409074613911,222.8456878446236,9.594568932842025,0.9871052219539642,104.45019477351639,66.97130269991521,1644,0,None,Average,150,Routine maintenance
35.10997152185801,231.29132291598552,6.661406761754325,0.42764059051596437,83.01244535267864,54.485278705195995,7779,0,None,Average,51,Routine maintenance
73.64555601377971,228.74582419163522,7.539399039523258,1.4510017993808249,81.37396717787925,46.78714471236599,2683,1,Voltage Surge,Critical,7,Stabilize power supply
40.506948485185134,192.92749953823684,9.19939045616456,0.8977695224703542,100.33670954490862,42.7111909063229,252,0,None,Average,207,Routine maintenance
44.18159296883171,229.72893756385668,6.8543630299069624,1.132238910872315,94.05544902628314,47.701051740078796,9908,1,Wear & Tear,Critical,28,Replace worn components
57.78036313509505,215.01640797289332,6.649712754311077,1.2172402622961809,105.51964848749287,39.023474234821876,8684,1,Wear & Tear,Critical,7,Replace worn components
40.142747134880594,244.05107943736292,5.949239772820122,1.506579965720986,103.89990805155556,45.19977817135863,4074,1,Wear & Tear,Critical,7,Replace worn components
47.425218280387696,218.32410307896566,8.66706194771904,0.7829712111975264,108.58132896943997,43.49281531780795,2977,0,None,Normal,319,Routine maintenance
57.3672092776862,220.91787694849802,5.229725371072141,0.889834313540244,113.13020416381364,56.1315255215272,3314,0,None,Normal,63,Routine maintenance
31.654411299021447,197.4464884381314,4.899865132443422,0.9031793954273397,80.69079301091811,62.80243478434887,7074,1,Wear & Tear,Critical,10,Replace worn components
48.17309271582527,224.22833099527077,5.827155254738253,0.5401251093723611,103.20647083280559,40.73901338731309,2921,0,None,Average,106,Routine maintenance
18.151553395401386,223.21315345687725,12.82581235591848,1.5644616649282723,106.94871038756614,44.26746983991041,8636,1,Sensor Fault,Critical,7,Recalibrate/replace sensor
47.918546809211946,213.04797964286428,7.675644342999153,0.4804912473599873,97.19856136898696,31.21333215792824,3579,1,Wear & Tear,Critical,25,Replace worn components
35.234938157929086,226.04328063461003,12.162910273468341,0.9718831090651143,99.64275835903858,48.48700923999445,2112,0,None,Normal,78,Routine maintenance
29.092990702447626,204.41063397758373,8.270688660668327,0.9209950778384042,103.93460243109601,32.80623457890593,7167,1,Overheating,Critical,24,Check cooling system
27.76252158318689,239.07907365135335,8.00815141485055,1.0620043477278407,91.16852208818884,62.76428992330971,8580,0,None,Normal,192,Routine maintenance
47.69157703679242,216.73187310307674,4.218317340007475,1.0413478494861197,84.28351735228767,53.2072994115723,2033,0,None,Average,365,Routine maintenance
60.07584124067471,237.0684677059731,9.720863857546592,0.690120288223923,107.01646646327528,59.94964148595428,813,1,Overheating,Critical,4,Check cooling system
44.221941494901635,231.97224510371788,9.312382709252962,1.497714308440372,87.40171105456929,59.75796400342199,9975,1,Wear & Tear,Critical,25,Replace worn components
38.73673141827328,220.1023777955087,3.2474721641316293,1.2247655549102474,85.60260261710214,51.34240803056465,7586,1,Sensor Fault,Critical,7,Recalibrate/replace sensor
43.809336967690875,206.98584645910285,8.935450110111992,1.0732902350205709,110.6142502550538,54.52502687404484,6460,0,None,Normal,284,Routine maintenance
49.66111367882854,196.6811940460056,9.690662864264581,0.4654937415850009,106.12324749858476,58.201447230996514,8469,0,None,Normal,75,Routine maintenance
49.271522838395406,196.16216335369634,10.119818797381505,1.4537401801225762,97.37632095733241,52.61917865567046,4656,1,Wear & Tear,Critical,15,Replace worn components
43.709601508031106,231.22694056614904,9.477909654145247,0.01390657463967282,85.42790169776771,57.48530298382531,2316,0,None,Normal,157,Routine maintenance
62.71679034304786,212.43719982083263,7.414717613041408,1.077006636945893,86.34101289244518,56.45057980638274,2498,0,None,Warning,292,Routine maintenance
34.60219505877916,223.7950880583846,7.954595625909384,0.5745557110454138,110.16408774768313,43.0218617988176,7333,0,None,Normal,128,Routine maintenance
64.02579532108987,223.93864307085101,8.294044155258263,1.0147384468852414,109.16074565662903,49.68928790633543,2609,1,Overheating,Critical,9,Check cooling system
49.20260331103211,249.18480018828427,6.350563818759965,0.3177757365230133,106.96328364472554,63.75040806476217,7880,1,Cooling Failure,Critical,20,Inspect fans & coolant
45.38135678045653,198.93166260148521,2.4316222086780224,1.9326335838018158,93.7161590552908,64.9175695735162,7042,1,Sensor Fault,Critical,15,Recalibrate/replace sensor
36.063509710951394,246.15365784586749,1.5047858597907098,0.8239971842992395,94.47833927763517,39.920398145726566,9061,1,Voltage Surge,Critical,7,Stabilize power supply
39.210554873496285,221.23818475513687,6.3772656685372455,1.4792594241304038,83.7160009612919,37.15502371557763,3618,0,None,Average,133,Routine maintenance
32.06194004044616,217.4082486452039,2.717509808992526,0.49390459176397505,102.18788530097333,42.86163198942779,8280,1,Cooling Failure,Critical,1,Inspect fans & coolant
54.723589968472005,214.67204837163982,8.599999576231998,1.2166152735762943,96.02601623303651,50.475942467973944,5539,1,Voltage Surge,Critical,29,Stabilize power supply
59.65569932621981,233.4314739633628,8.358659912194026,0.5455073122555136,94.19108736096038,40.60423142041148,3733,1,Wear & Tear,Critical,26,Replace worn components
38.88737233863481,231.93216048987452,9.35126649202169,0.752667494178885,106.5340061319869,58.16912136084925,6218,1,Sensor Fault,Critical,3,Recalibrate/replace sensor
33.494892336710265,246.1973465519387,10.322194986361051,0.5268798950367599,105.14295479787067,51.622871573953105,7966,0,None,Normal,299,Routine maintenance
40.06889358177646,205.00654641925135,8.830727689602535,1.3949156869886348,106.41855796905044,30.548912759141366,9260,1,Overheating,Critical,9,Check cooling system
46.781551746117835,240.1100494919176,6.062034375436555,1.7760293048631626,104.07999770706492,46.23344674657405,6466,0,None,Average,223,Routine maintenance
47.589048526120166,206.47866566523444,8.708933828453986,0.5561738962139399,92.39955910658006,64.06642505555527,2312,0,None,Average,182,Routine maintenance
49.11745949713499,220.05770288943614,7.34480240589369,1.3212477836384853,99.38386637465788,32.304782558341884,7058,1,Sensor Fault,Critical,1,Recalibrate/replace sensor
38.313565420025746,197.83341036575544,5.41509391926278,0.8645898977211625,100.96671148549768,54.27783292103672,330,1,Sensor Fault,Critical,22,Recalibrate/replace sensor
47.32288469423802,229.71842621362364,7.988303545078762,1.4888732325245684,98.64725033148812,33.82304051960793,7146,1,Sensor Fault,Critical,23,Recalibrate/replace sensor
39.167836695092845,214.43471256806004,6.580909361940386,1.2968958110059936,90.58575216745488,34.295116124068336,470,1,Cooling Failure,Critical,8,Inspect fans & coolant
45.07850821352552,224.43721927550266,6.120546738015575,1.0019772303641292,100.79830264657767,46.628579076780994,9265,1,Overheating,Critical,22,Check cooling system
49.39107372433951,214.3894353242312,9.532470086919929,0.9421527375462885,100.10784735000067,57.41130932853391,4611,0,None,Average,298,Routine maintenance
56.70228977187968,181.88673810812293,4.407268555814964,1.5926557831696493,87.71751470948365,50.0351826067843,7217,0,None,Average,318,Routine maintenance
43.51745686176368,216.55246365752222,6.543289511066528,1.6977026060649458,97.90696954951517,54.61097650247241,8163,0,None,Average,247,Routine maintenance
65.44268445427312,221.00459115609837,7.354770721172241,0.5652971957984863,102.47775031970357,42.84482358651866,2550,0,None,Warning,129,Routine maintenance
62.09918264144673,238.42102367437624,10.718231124529368,0.9629025449173446,101.89835829495445,68.53394894917407,5737,1,Cooling Failure,Critical,12,Inspect fans & coolant
63.350054107868104,242.62307101592978,8.793105402052436,1.3436052468833573,97.59263843576859,47.4657039702379,2128,1,Cooling Failure,Critical,4,Inspect fans & coolant
40.61722933600124,243.58636364051372,11.853660771544781,1.199751667715255,107.9250403667562,57.27117634477963,5827,1,Voltage Surge,Critical,2,Stabilize power supply
35.30685661868411,198.02731998025575,1.4157364094617737,1.5132320876737717,113.61254083424208,40.59238408925653,6336,0,None,Normal,365,Routine maintenance
45.75743679876669,220.8466444346382,2.9052871874068504,0.9047783509605839,94.35568213416506,61.49770890032863,9939,1,Cooling Failure,Critical,12,Inspect fans & coolant
43.1196835362674,240.3149947691045,9.766899675173292,0.37519499305080717,99.11290937476356,35.3401711964007,6432,1,Overheating,Critical,11,Check cooling system
43.05869643562099,205.62548481146504,5.247596198954014,0.7382256709196942,114.89715454340805,58.58116905403803,3772,0,None,Normal,240,Routine maintenance
44.35576431722923,217.3794112186916,5.760739677069769,0.9082101700584162,107.5155994593101,36.66340497276683,8591,1,Overheating,Critical,5,Check cooling system
47.97616632483425,224.5289753829304,5.215539605276656,1.5957974832064439,109.30817801808675,41.221333099151536,6654,1,Overheating,Critical,12,Check cooling system
45.20330204249967,255.5627709443264,6.016684628252989,1.635875951565919,91.74715807583503,64.2911857240117,4818,1,Cooling Failure,Critical,29,Inspect fans & coolant
53.69510957349159,238.59099464274206,12.36659290293439,0.8659763391350161,83.18156422763812,56.96329621798901,317,0,None,Average,284,Routine maintenance
39.39817221642738,205.20397556609615,11.123273806764082,1.5430284686201776,89.44093969381103,48.63303463524364,8203,1,Voltage Surge,Critical,9,Stabilize power supply
40.86458628811861,224.1337339531484,10.683301585907689,0.03227045238641779,101.05042253063968,64.43613131617154,1911,0,None,Average,351,Routine maintenance
54.65554800439877,229.49295563128643,7.359166877682296,0.9423984131039859,95.08862001997146,60.10219185937993,4922,1,Wear & Tear,Critical,30,Replace worn components
51.84348251609023,180.56347727375163,4.997154912093552,2.9079157902835933,109.60420123812357,32.76622054536184,7149,1,Cooling Failure,Critical,29,Inspect fans & coolant
49.46231605830695,222.59420264750213,8.229774173474684,1.4113776891341039,99.04991935342349,42.460985195230876,175,1,Sensor Fault,Critical,1,Recalibrate/replace sensor
53.261652851742426,241.2639042063547,2.9262124756321573,0.6895414257910171,102.0014522671729,57.01186408296763,2884,0,None,Normal,270,Routine maintenance
37.52202310453815,221.02352726688136,5.435032361083479,1.3212716473090653,119.93086964759533,53.767201662122154,9894,1,Overheating,Critical,27,Check cooling system
45.560214792463206,213.9648472159428,2.952186359412245,1.4290949150047867,105.64452278683237,33.71109515802148,5848,1,Wear & Tear,Critical,10,Replace worn components
41.652263882661245,231.4731583190713,6.5096469773991466,2.372191983024295,103.97294126058561,39.23430168768234,6759,1,Sensor Fault,Critical,24,Recalibrate/replace sensor
48.459189209788065,221.15075862231922,3.8814555277255343,0.3097102627466265,101.63971742802146,50.61312850238419,4031,1,Voltage Surge,Critical,6,Stabilize power supply
36.65027095866331,238.81543250061276,7.612631475662111,1.33111867221548,118.77977834041718,31.916173467721944,9201,1,Sensor Fault,Critical,17,Recalibrate/replace sensor
43.746699955585726,197.857715579839,5.495367398893861,0.9049640104048122,103.6764554584965,47.6232708420132,407,1,Voltage Surge,Critical,27,Stabilize power supply
49.99087048051058,202.35119369294486,6.711263464947312,1.464677943176742,97.90781892398061,41.80434260437316,9542,1,Sensor Fault,Critical,8,Recalibrate/replace sensor
47.52130463033861,208.7932832877162,10.513903348666158,0.17001507589512077,85.50241224751693,62.57249121436126,6675,1,Cooling Failure,Critical,30,Inspect fans & coolant
24.834059417534693,215.24635180816935,2.613978205296184,0.7263769499594791,101.10210898086598,35.96308726960239,4447,0,None,Normal,221,Routine maintenance
55.144192172250854,220.8213730486405,13.107871289007328,0.8014390458976793,115.2422450036856,43.17838467665208,9252,1,Cooling Failure,Critical,24,Inspect fans & coolant
46.68031823524241,223.0375845133369,9.135348098967075,0.7334323547863022,86.27447143689062,39.05875006154738,3650,1,Sensor Fault,Critical,18,Recalibrate/replace sensor
29.29748765960106,234.20107173202902,7.4130908319625455,1.1532475783522937,97.82212382691819,66.15405062062246,9195,1,Voltage Surge,Critical,7,Stabilize power supply
36.522100053493446,226.45231819636078,5.39937605750128,1.774419708280731,111.02252449659794,54.57877159528202,622,0,None,Normal,137,Routine maintenance
43.63595401472699,215.32322853966042,5.468211092722742,0.5399620502044905,90.6968336058911,64.47156734082876,9787,1,Sensor Fault,Critical,8,Recalibrate/replace sensor
41.863670046163406,211.1507159676899,11.144498644141116,0.9598854242982928,102.69667945298444,68.8434699987983,5716,1,Voltage Surge,Critical,10,Stabilize power supply
38.11687078821943,205.88426909744564,11.686031024083528,1.5470185577893727,101.48701325080543,66.81098369448537,6460,1,Voltage Surge,Critical,15,Stabilize power supply
62.932913901794656,217.91380446774153,6.243884487203365,0.2257346848932532,101.85465096629,51.710472145441656,2169,1,Cooling Failure,Critical,6,Inspect fans & coolant
60.56253374804535,218.5270595925456,9.924960970699878,-0.22310682282163175,81.8574081296895,48.338571608227994,8719,1,Cooling Failure,Critical,1,Inspect fans & coolant
60.15993454618901,225.34843730967293,6.407212939791668,0.4456174959929676,92.40863495557649,63.373846398508626,2092,1,Cooling Failure,Critical,3,Inspect fans & coolant
46.389877769275536,232.7236630925414,7.429767360731294,1.7563999297858146,88.78073954555121,47.389116519587034,1855,0,None,Average,89,Routine maintenance
33.367610319453966,221.73606654684932,9.347534941434034,1.4203820632945232,94.21474468200893,34.05123216608983,375,1,Cooling Failure,Critical,12,Inspect fans & coolant
61.93490824482346,242.60796044498846,6.31927944327633,1.0111931201506241,91.68787407780705,39.651862896049224,4064,1,Voltage Surge,Critical,14,Stabilize power supply
33.70487408768741,208.05156736997392,4.143794853451606,1.1073077130223608,104.916522442076,59.20942270724069,8266,1,Wear & Tear,Critical,29,Replace worn components
47.205628265309706,198.88427956177995,8.742231788370788,0.8098206439102763,87.07277074122148,54.98596313776692,3697,1,Cooling Failure,Critical,2,Inspect fans & coolant
41.750849879749964,217.9322878420368,5.416675105920747,1.5636568390652212,96.31446895942946,42.12441802813832,9008,1,Cooling Failure,Critical,27,Inspect fans & coolant
46.37627160685993,212.985804558822,4.359979784514505,0.7466412962913427,102.39946494140142,37.678462243632154,3938,1,Wear & Tear,Critical,1,Replace worn components
49.15873404143166,201.05624137263553,13.99774287178154,0.6775273589120064,110.88769171504565,39.225587213336276,885,0,None,Average,316,Routine maintenance
31.606999018884146,201.34140170210918,4.089753511324124,1.2468532807113533,88.73783510340002,50.00464496796519,9887,1,Voltage Surge,Critical,23,Stabilize power supply
46.987466204760885,215.57310939204913,4.597248094083999,-0.6693551841153003,93.82606603054597,40.30426570487407,1340,0,None,Average,308,Routine maintenance
50.95706313960222,206.42110517857466,9.415171746508987,1.3341488086505358,95.23300765195718,30.625937036640263,4038,1,Sensor Fault,Critical,2,Recalibrate/replace sensor
43.429883552319765,252.7333796640615,12.246760656540372,1.6609848316749583,101.4537529551973,41.61136912926228,2226,1,Overheating,Critical,12,Check cooling system
51.78880414301132,221.3926280915558,12.881151881878147,1.0337897696579295,104.9874967219442,32.03788820445471,3292,0,None,Average,258,Routine maintenance
59.05933418543184,205.1539873459402,12.46077252154556,0.3203218634591747,110.75795842777468,49.485759506577466,5175,1,Cooling Failure,Critical,15,Inspect fans & coolant
49.49578915029787,182.72196783209787,11.3503349347496,1.435710598888067,99.50470126119119,30.70061569938563,6418,1,Cooling Failure,Critical,3,Inspect fans & coolant
60.80943103309073,237.1823045469509,2.6594790954525687,1.0820015078756542,111.91172960373773,32.846119933655416,3485,1,Voltage Surge,Critical,14,Stabilize power supply
58.78223689401172,227.9578750240139,6.34680279813097,1.5533980262311644,92.97605322156163,48.69913029797836,705,1,Wear & Tear,Critical,17,Replace worn components
65.52179630697444,202.20831850571457,6.418345861019961,0.9399691334550513,103.89490744244034,34.47113525171443,9660,1,Voltage Surge,Critical,4,Stabilize power supply
59.56956651265291,210.04949310091115,6.549794322340612,0.1853835259004155,96.7758777935107,36.07523928065604,1949,0,None,Average,186,Routine maintenance
35.14345412423971,205.49296617789574,9.145804329838462,1.2546613251424206,82.93988654001869,57.875913568381876,1880,0,None,Normal,253,Routine maintenance
49.04804858886505,215.31146699925316,7.812252091402768,0.2761935985663103,95.38239213736878,57.79160208393975,1964,0,None,Normal,207,Routine maintenance
62.52535856571005,204.43012487927297,2.826395859340022,0.49028771571979657,89.19290411564494,48.76351331987408,1425,1,Wear & Tear,Critical,12,Replace worn components
23.781993820819007,207.996063937957,5.775580804849999,1.4622246118483342,104.25562236599107,55.130575278798304,3287,1,Wear & Tear,Critical,8,Replace worn components
52.177610702222395,199.21499023812572,10.211911522469638,0.9987694144031389,95.48833299834747,31.485959069205897,8754,0,None,Normal,229,Routine maintenance
58.107350172974286,214.6632637945596,7.071135426351269,1.0670005543018886,100.44553830803437,60.41066645352221,5615,1,Wear & Tear,Critical,1,Replace worn components
50.85917404010026,222.81986898629248,5.042598049824254,0.8867739923732711,109.30482653640075,49.665875632415066,8099,1,Sensor Fault,Critical,17,Recalibrate/replace sensor
20.558757566108902,236.2525062415367,9.859066299309253,0.9336146448913943,89.60625129448843,67.20541748312601,5798,0,None,Normal,316,Routine maintenance
48.703779144177126,210.24255612299982,12.194562607199796,1.4658576462567467,109.65579413414872,30.871139749164215,6789,1,Sensor Fault,Critical,7,Recalibrate/replace sensor
56.103926130423,241.50422685426477,12.029046076220524,1.922601516700698,108.71379752270977,59.79289962796503,7434,1,Voltage Surge,Critical,25,Stabilize power supply
44.56677458440539,215.49718510875343,4.026705559014953,0.8028930268165373,91.46090111017791,33.74651483454365,6983,1,Overheating,Critical,8,Check cooling system
36.72353831693144,218.7266088080271,7.186372920100395,0.7650233227668495,76.45387480262073,52.625729486094805,6613,1,Wear & Tear,Critical,13,Replace worn components
36.148534944096866,228.1775975239686,8.109373838394422,1.5527060214109223,98.4645575114481,45.21943459407611,5368,1,Wear & Tear,Critical,17,Replace worn components
58.19907397525905,218.33588790502904,7.338991271264138,0.8431995197583376,97.39028875062401,32.409720743998534,5273,0,None,Average,97,Routine maintenance
64.12487353902135,239.66686075563638,2.7604337845287414,0.7451959311169645,93.26502557736077,45.29063979714236,3710,1,Wear & Tear,Critical,13,Replace worn components
46.19952162130503,220.58613272207378,0.42648589642416734,1.352308177635257,76.15237097515698,30.506853687791846,6552,0,None,Average,34,Routine maintenance
41.277755902349654,217.7738310874123,10.227570641213816,0.9929940883212521,91.9525696457899,58.8911526848241,9260,1,Voltage Surge,Critical,13,Stabilize power supply
58.58008311224468,204.44268749792977,4.302726430027864,0.33728679672418205,106.28624691219518,57.56838580898801,6863,1,Sensor Fault,Critical,6,Recalibrate/replace sensor
50.32973389426683,237.33320115501368,8.59048322980496,0.7757848963567769,111.1932844592217,45.527018287548984,7143,0,None,Normal,186,Routine maintenance
41.56195435376592,237.32601828882903,10.766303985216336,1.1818635139273823,98.47271548428971,51.065375436735835,2809,0,None,Normal,55,Routine maintenance
63.07094522902713,237.49540127555917,4.029167784129973,0.8751482028548713,108.85810826240747,62.4796428628577,9749,1,Wear & Tear,Critical,20,Replace worn components
34.81430421070134,232.02766734440718,4.603652461783492,1.801133386284917,82.72631307283157,61.25948658609162,223,0,None,Average,283,Routine maintenance
32.143938051126774,198.09654269786728,8.679190466550835,0.6667451262912589,100.27472286707945,43.02917899869832,3232,1,Cooling Failure,Critical,24,Inspect fans & coolant
44.130575628840575,206.2898947233474,-1.0896551988908776,1.1190135150486862,101.74851138987958,68.47328704486324,8065,1,Overheating,Critical,29,Check cooling system
32.11562639944675,249.19251949017072,6.884847662562763,0.0392461233019995,103.59494580063802,47.22536438260505,521,0,None,Normal,334,Routine maintenance
53.519052035077635,223.85583665833366,6.331661798429111,1.2483466966334025,104.98745662898997,62.03196317077331,4327,0,None,Average,244,Routine maintenance
54.79650173742464,228.23875369154112,12.937569669929646,1.355856975880165,90.87376065857377,58.594208718443184,4943,1,Sensor Fault,Critical,28,Recalibrate/replace sensor
50.54914328631353,209.0746180077595,8.430299746429506,1.1667478477483972,105.553804583801,40.670189633803886,6908,0,None,Normal,324,Routine maintenance
35.12137749547172,196.15029293701411,4.188871895615558,0.8292126251830115,116.66531226606847,36.06614161751609,1510,0,None,Average,76,Routine maintenance
41.68592764890599,228.03601989575975,5.035227331932356,0.4028833274970284,91.77168810987328,40.818688126954314,7863,0,None,Normal,223,Routine maintenance
40.41402880634915,221.20773331208184,2.2567192914839724,1.1981238710773952,100.84443674317329,36.309961549624596,7576,0,None,Normal,85,Routine maintenance
40.213521448569495,199.62619556245258,8.613095142913133,1.0614270368527725,120.42740123829137,51.18130999460303,4138,0,None,Normal,285,Routine maintenance
22.928953584587653,234.9673051375807,6.322757147337109,1.4279836113389706,78.37632613884456,55.34115745363218,452,0,None,Average,337,Routine maintenance
58.09319699987464,189.55020077209633,0.4260933005030978,1.5875982210097672,103.85891298878941,64.10757826959806,2254,1,Cooling Failure,Critical,20,Inspect fans & coolant
57.84564989018293,210.10299507617566,9.383854577440397,1.2153801129705935,110.02982941151066,44.223277627296596,4738,1,Overheating,Critical,22,Check cooling system
40.171042833369434,220.63816294906007,6.9106256879663,0.8046289700700769,83.801260677166,47.52762937464672,7788,1,Sensor Fault,Critical,4,Recalibrate/replace sensor
34.297754029500396,224.98989339427234,10.011793011597392,1.4871879378932142,115.45504074348854,30.701475227939582,1016,0,None,Normal,232,Routine maintenance
52.80902089447113,235.48686938212794,7.877378039734132,1.412079091345525,104.97508969875919,38.83903340167811,6794,1,Wear & Tear,Critical,16,Replace worn components
49.27139139936291,231.0041885851102,7.0760860071460145,0.2541039836875534,93.9433890216918,54.83178428683367,5265,1,Wear & Tear,Critical,30,Replace worn components
39.41125415742525,241.93429306031487,6.24388881437272,1.5686807459383867,93.44432084984662,58.48459546869706,9055,0,None,Average,321,Routine maintenance
40.27896142976901,210.2833727272914,5.021673576053194,0.8326068203531592,105.19239639828669,42.15976596135613,9056,1,Cooling Failure,Critical,16,Inspect fans & coolant
48.3145164203321,216.84779769641995,6.444926205519026,1.3993266185128204,101.15486838661556,67.40052484535951,3787,1,Cooling Failure,Critical,14,Inspect fans & coolant
44.49071228846646,199.00866293190975,4.788548336188768,0.603163395442212,108.42778262855468,54.77979183714406,7534,1,Overheating,Critical,3,Check cooling system
57.11773894977223,230.7723050964142,6.433987028653981,1.4691546614818691,110.14124157227914,54.53501436790097,212,0,None,Average,249,Routine maintenance
39.91299651275926,224.84033616928326,8.324594536174711,0.5503454536103839,107.9210588251822,60.715495368463365,3481,0,None,Normal,355,Routine maintenance
46.49598215829653,205.83703595838156,7.369476555949924,1.2655069973789632,110.97326011572555,30.96905635674442,8163,1,Cooling Failure,Critical,7,Inspect fans & coolant
55.58005943783405,245.62961954500707,8.540142555209089,1.372377320485918,71.33086451028413,67.86229655914573,3760,1,Overheating,Critical,22,Check cooling system
27.647938828474356,214.0249952447466,1.9889638620890917,0.31954509126390496,106.63756782857519,45.31488944336737,9502,1,Wear & Tear,Critical,9,Replace worn components
48.34616091960926,204.03434054754214,9.439465880723496,1.3058097121327243,92.41695008887132,36.399512808120434,4183,0,None,Average,352,Routine maintenance
49.16068270334141,219.23826779373348,7.606340350479278,0.5571231919690416,82.48885520131165,32.260913342025084,4133,1,Overheating,Critical,4,Check cooling system
44.76095142490788,224.12812914739385,9.51409146993484,0.35707195911397327,86.86483836481239,58.16872715993057,8496,1,Sensor Fault,Critical,1,Recalibrate/replace sensor
44.59929541894871,199.45676108702287,9.663373551478184,0.7192855167842198,94.06276752683586,56.9069612770636,4491,1,Sensor Fault,Critical,30,Recalibrate/replace sensor
50.39160305624059,212.29929485413845,3.6045946410471608,0.7995096812707526,110.33885428144202,31.791616094550065,9749,1,Voltage Surge,Critical,24,Stabilize power supply
